"Date","Price","Open","High","Low","Vol.","Change %"
"01/08/2025","212.95","220.00","223.00","211.50","4.03M","-2.49%"
"01/07/2025","218.38","213.56","219.49","205.80","6.98M","2.26%"
"01/06/2025","213.56","223.99","224.89","210.10","6.18M","-3.84%"
"01/03/2025","222.08","224.25","224.25","218.01","3.51M","-1.07%"
"01/02/2025","224.49","229.15","231.25","222.10","5.67M","-1.75%"
"01/01/2025","228.50","225.60","230.00","223.01","5.27M","0.88%"
"12/31/2024","226.51","234.99","234.99","226.02","8.60M","0.63%"
"12/30/2024","225.10","223.45","227.20","222.30","5.80M","1.17%"
"12/27/2024","222.49","218.00","225.40","216.55","5.77M","2.29%"
"12/26/2024","217.50","232.00","232.00","217.50","9.13M","-5.43%"
"12/24/2024","230.00","233.90","255.40","227.00","23.06M","-1.50%"
"12/23/2024","233.50","216.99","234.00","215.49","14.96M","8.35%"
"12/20/2024","215.50","210.00","216.49","206.51","6.06M","3.11%"
"12/19/2024","209.00","221.90","224.00","209.00","14.17M","-5.13%"
"12/18/2024","220.30","228.00","233.00","217.00","13.98M","-0.77%"
"12/17/2024","222.00","235.40","235.99","216.75","9.57M","-5.69%"
"12/16/2024","235.40","225.25","235.50","225.25","12.69M","5.09%"
"12/13/2024","224.00","214.12","225.00","213.00","17.02M","5.66%"
"12/12/2024","212.00","206.41","214.99","206.41","20.63M","3.21%"
"12/11/2024","205.40","194.00","206.90","193.70","17.78M","6.26%"
"12/10/2024","193.30","198.00","198.40","190.35","5.33M","-2.18%"
"12/09/2024","197.60","194.86","199.27","193.00","6.76M","1.62%"
"12/06/2024","194.45","198.20","198.90","194.01","3.28M","-1.55%"
"12/05/2024","197.52","193.50","198.20","192.30","8.15M","2.29%"
"12/04/2024","193.10","192.10","193.80","190.50","4.67M","0.31%"
"12/03/2024","192.50","191.50","193.25","188.70","6.05M","0.00%"
"12/02/2024","192.50","195.25","202.89","190.20","19.61M","-1.03%"
"11/29/2024","194.50","194.00","197.75","190.75","7.95M","0.03%"
"11/28/2024","194.45","188.89","194.85","188.80","11.21M","2.83%"
"11/27/2024","189.09","190.00","190.55","184.00","7.51M","4.90%"
"11/26/2024","180.25","192.00","192.00","177.75","8.46M","-6.65%"
"11/25/2024","193.09","194.01","195.50","192.00","4.09M","-0.92%"
"11/22/2024","194.88","198.96","203.25","193.60","8.79M","-1.92%"
"11/21/2024","198.70","194.99","201.50","193.70","9.21M","1.95%"
"11/20/2024","194.90","195.98","198.80","193.00","6.02M","-0.13%"
"11/19/2024","195.15","194.50","196.50","194.10","2.65M","0.46%"
"11/18/2024","194.25","194.00","195.90","191.45","3.20M","0.22%"
"11/15/2024","193.83","194.70","198.00","193.30","6.61M","-0.35%"
"11/14/2024","194.52","191.00","196.61","191.00","8.13M","2.38%"
"11/13/2024","190.00","194.69","195.89","188.96","6.48M","-2.30%"
"11/12/2024","194.48","199.50","199.50","193.20","6.02M","-2.27%"
"11/11/2024","199.00","191.80","199.50","191.80","10.98M","3.54%"
"11/08/2024","192.20","183.05","193.50","181.50","10.75M","5.03%"
"11/07/2024","183.00","178.52","184.10","178.52","7.98M","2.23%"
"11/06/2024","179.00","182.10","182.50","177.90","8.02M","-2.05%"
"11/05/2024","182.75","180.45","185.80","180.15","10.14M","0.71%"
"11/04/2024","181.47","181.49","182.50","176.51","9.47M","0.70%"
"11/01/2024","180.20","171.99","181.00","170.11","14.11M","4.62%"
"10/31/2024","172.25","174.05","175.00","170.53","4.57M","-1.23%"
"10/30/2024","174.40","176.28","181.15","172.50","9.31M","-0.85%"
"10/29/2024","175.90","175.00","176.00","172.89","4.84M","0.98%"
"10/28/2024","174.20","176.50","180.10","174.00","7.32M","-1.58%"
"10/25/2024","177.00","177.10","182.80","173.00","22.42M","0.43%"
"10/24/2024","176.25","169.48","177.75","169.20","10.91M","4.30%"
"10/23/2024","168.99","167.40","169.80","166.06","4.64M","1.19%"
"10/22/2024","167.00","166.50","169.42","166.50","3.32M","0.24%"
"10/21/2024","166.60","165.50","167.55","165.50","2.24M","1.09%"
"10/18/2024","164.80","168.54","168.54","164.50","2.32M","-1.82%"
"10/17/2024","167.85","170.00","171.25","167.51","2.50M","-1.09%"
"10/16/2024","169.70","167.00","170.85","167.00","6.09M","-0.06%"
"10/15/2024","169.80","167.00","171.25","164.00","4.93M","1.68%"
"10/14/2024","167.00","169.99","170.00","166.80","3.00M","-1.47%"
"10/11/2024","169.50","171.00","175.10","168.21","5.64M","-0.99%"
