,Weights,Expected Return,Volatility
EF,0.06689013083348316,0.4047447082483696,0.13820794609018816
GP,0.045470984819992975,0.4047447082483696,0.13820794609018816
HB,0.0,0.4047447082483696,0.13820794609018816
ME,0.16108042911789053,0.4047447082483696,0.13820794609018816
Oa,7.589415207398531e-19,0.4047447082483696,0.13820794609018816
TT,0.034319471049184216,0.4047447082483696,0.13820794609018816
XH,0.6922389841794491,0.4047447082483696,0.13820794609018816
